,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,city,churn,type_of_plan,highest_level_education,work_status,sex,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle
453,453,453,453,453,453,453,453,453,Cape_coast,No,extended_plan,Master,Employed,male,Single,182,60,1,1,contacting_agent,4-door_car
454,454,454,454,454,454,454,454,454,Cape_coast,No,primary_plan,College,Employed,male,Divorced,126,129,6,2,contacting_branch_directly,4-door_car
455,455,455,455,455,455,455,455,455,Kumasi,No,primary_plan,Bachelor,Medical Leave,male,Divorced,148,108,1,1,contacting_branch_directly,4-door_car
456,456,456,456,456,456,456,456,456,Cape_coast,No,extended_plan,Doctor,Unemployed,male,Married,172,22,1,2,contacting_agent,2-door_car
457,457,457,457,457,457,457,457,457,Accra,No,extended_plan,Bachelor,Employed,female,Married,276,64,4,1,contacting_branch_directly,Sports Car
458,458,458,458,458,458,458,458,458,Accra,No,primary_plan,High School or Below,Employed,male,Single,130,138,2,1,contacting_agent,4-door_car
459,459,459,459,459,459,459,459,459,Accra,No,extended_plan,Bachelor,Medical Leave,female,Married,180,116,2,1,contacting_branch_directly,2-door_car
460,460,460,460,460,460,460,460,460,Kumasi,No,primary_plan,High School or Below,Employed,female,Divorced,130,4,3,1,customer_call_centre,4-door_car
461,461,461,461,461,461,461,461,461,Accra,No,primary_plan,College,Disabled,female,Married,226,43,9,1,via_the_web,SUV
462,462,462,462,462,462,462,462,462,Cape_coast,No,primary_plan,College,Unemployed,male,Single,136,13,1,2,via_the_web,4-door_car
463,463,463,463,463,463,463,463,463,Takoradi,No,primary_plan,Doctor,Employed,male,Married,200,103,4,2,via_the_web,Sports Car
464,464,464,464,464,464,464,464,464,Kumasi,No,primary_plan,College,Medical Leave,male,Married,140,17,1,2,contacting_branch_directly,4-door_car
465,465,465,465,465,465,465,465,465,Kumasi,No,extended_plan,Bachelor,Employed,male,Married,152,103,2,1,contacting_agent,2-door_car
466,466,466,466,466,466,466,466,466,Accra,No,primary_plan,Bachelor,Employed,male,Married,122,108,1,4,contacting_agent,4-door_car
467,467,467,467,467,467,467,467,467,Kumasi,No,extended_plan,Bachelor,Unemployed,female,Single,184,86,1,4,via_the_web,4-door_car
468,468,468,468,468,468,468,468,468,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,136,39,5,1,contacting_branch_directly,4-door_car
469,469,469,469,469,469,469,469,469,Accra,No,extended_plan,College,Employed,male,Divorced,262,17,9,1,via_the_web,SUV
470,470,470,470,470,470,470,470,470,Accra,No,primary_plan,High School or Below,Employed,male,Married,130,116,1,2,contacting_branch_directly,4-door_car
471,471,471,471,471,471,471,471,471,Takoradi,No,primary_plan,College,Employed,female,Married,140,116,1,1,contacting_agent,4-door_car
472,472,472,472,472,472,472,472,472,Takoradi,No,premium_plan,Bachelor,Unemployed,male,Divorced,222,138,3,1,contacting_branch_directly,2-door_car
473,473,473,473,473,473,473,473,473,Takoradi,No,premium_plan,High School or Below,Unemployed,male,Married,228,52,1,4,contacting_branch_directly,2-door_car
474,474,474,474,474,474,474,474,474,Takoradi,No,extended_plan,College,Unemployed,female,Single,166,150,8,1,contacting_agent,4-door_car
475,475,475,475,475,475,475,475,475,Kumasi,No,primary_plan,Bachelor,Employed,female,Married,140,69,2,2,contacting_agent,2-door_car
476,476,476,476,476,476,476,476,476,Cape_coast,No,primary_plan,College,Unemployed,male,Married,148,30,2,1,contacting_agent,2-door_car
477,477,477,477,477,477,477,477,477,Takoradi,No,extended_plan,College,Employed,male,Married,160,86,8,1,customer_call_centre,4-door_car
478,478,478,478,478,478,478,478,478,Kumasi,No,extended_plan,High School or Below,Employed,female,Married,190,60,2,2,contacting_agent,2-door_car
479,479,479,479,479,479,479,479,479,Tamale,No,primary_plan,Bachelor,Unemployed,female,Single,128,52,1,2,contacting_agent,4-door_car
480,480,480,480,480,480,480,480,480,Kumasi,Yes,primary_plan,Bachelor,Employed,male,Married,132,108,2,3,contacting_agent,4-door_car
481,481,481,481,481,481,481,481,481,Tamale,Yes,primary_plan,High School or Below,Employed,female,Single,130,64,1,2,contacting_agent,4-door_car
482,482,482,482,482,482,482,482,482,Takoradi,Yes,primary_plan,College,Employed,female,Married,134,0,9,1,contacting_agent,4-door_car
483,483,483,483,483,483,483,483,483,Accra,Yes,primary_plan,College,Medical Leave,female,Single,130,9,4,1,via_the_web,2-door_car
484,484,484,484,484,484,484,484,484,Takoradi,No,extended_plan,Master,Employed,female,Married,172,4,9,1,contacting_branch_directly,4-door_car
485,485,485,485,485,485,485,485,485,Takoradi,No,extended_plan,College,Unemployed,female,Single,168,133,3,3,customer_call_centre,4-door_car
486,486,486,486,486,486,486,486,486,Takoradi,No,extended_plan,Bachelor,Employed,female,Married,176,56,1,1,contacting_branch_directly,4-door_car
487,487,487,487,487,487,487,487,487,Accra,No,extended_plan,College,Unemployed,male,Single,184,13,4,1,contacting_agent,4-door_car
488,488,488,488,488,488,488,488,488,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,138,64,3,2,contacting_agent,2-door_car
489,489,489,489,489,489,489,489,489,Kumasi,No,primary_plan,Master,Employed,female,Married,136,26,1,3,contacting_branch_directly,4-door_car
490,490,490,490,490,490,490,490,490,Accra,No,primary_plan,High School or Below,Employed,female,Married,124,26,5,3,contacting_branch_directly,4-door_car
491,491,491,491,491,491,491,491,491,Kumasi,No,primary_plan,College,Employed,female,Single,148,22,2,3,via_the_web,4-door_car
492,492,492,492,492,492,492,492,492,Cape_coast,No,premium_plan,High School or Below,Employed,male,Single,220,0,1,2,contacting_agent,2-door_car
493,493,493,493,493,493,493,493,493,Takoradi,No,extended_plan,High School or Below,Unemployed,male,Single,172,52,2,1,contacting_agent,2-door_car
494,494,494,494,494,494,494,494,494,Accra,No,primary_plan,Master,Employed,female,Married,146,82,9,4,contacting_branch_directly,4-door_car
495,495,495,495,495,495,495,495,495,Accra,No,primary_plan,College,Employed,female,Married,234,146,1,4,contacting_agent,SUV
496,496,496,496,496,496,496,496,496,Kumasi,Yes,premium_plan,High School or Below,Employed,male,Divorced,552,142,1,1,contacting_agent,luxurious_suv
497,497,497,497,497,497,497,497,497,Takoradi,No,primary_plan,High School or Below,Unemployed,female,Single,140,86,1,1,contacting_branch_directly,4-door_car
498,498,498,498,498,498,498,498,498,Cape_coast,No,extended_plan,Doctor,Employed,male,Single,192,86,1,2,customer_call_centre,4-door_car
499,499,499,499,499,499,499,499,499,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,212,99,2,1,contacting_branch_directly,SUV
500,500,500,500,500,500,500,500,500,Cape_coast,No,extended_plan,Bachelor,Employed,female,Single,188,39,1,3,via_the_web,2-door_car
501,501,501,501,501,501,501,501,501,Accra,No,primary_plan,High School or Below,Unemployed,male,Single,132,9,2,1,contacting_branch_directly,4-door_car
502,502,502,502,502,502,502,502,502,Cape_coast,No,primary_plan,College,Unemployed,male,Single,222,26,1,1,contacting_agent,SUV
503,503,503,503,503,503,503,503,503,Takoradi,Yes,primary_plan,College,Employed,male,Married,128,99,2,2,via_the_web,4-door_car
504,504,504,504,504,504,504,504,504,Kumasi,No,premium_plan,College,Employed,female,Married,206,142,4,3,customer_call_centre,2-door_car
505,505,505,505,505,505,505,505,505,Accra,No,primary_plan,High School or Below,Medical Leave,male,Married,132,133,1,1,contacting_agent,4-door_car
506,506,506,506,506,506,506,506,506,Kumasi,No,primary_plan,College,Employed,female,Married,204,60,4,2,contacting_agent,SUV
507,507,507,507,507,507,507,507,507,Kumasi,No,primary_plan,Doctor,Medical Leave,female,Married,144,120,2,1,contacting_branch_directly,4-door_car
508,508,508,508,508,508,508,508,508,Cape_coast,No,extended_plan,Bachelor,Employed,female,Married,162,99,5,4,contacting_branch_directly,4-door_car
509,509,509,509,509,509,509,509,509,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,132,73,1,2,contacting_agent,2-door_car
510,510,510,510,510,510,510,510,510,Kumasi,No,premium_plan,College,Employed,female,Divorced,506,64,1,2,contacting_agent,luxurious_suv
511,511,511,511,511,511,511,511,511,Kumasi,No,extended_plan,Bachelor,Medical Leave,male,Married,278,13,5,1,contacting_branch_directly,SUV
512,512,512,512,512,512,512,512,512,Kumasi,No,extended_plan,College,Employed,male,Single,274,0,2,1,customer_call_centre,Sports Car
513,513,513,513,513,513,513,513,513,Accra,No,primary_plan,High School or Below,Unemployed,female,Married,226,146,8,1,customer_call_centre,SUV
514,514,514,514,514,514,514,514,514,Accra,No,premium_plan,High School or Below,Unemployed,female,Married,220,86,7,1,contacting_agent,4-door_car
515,515,515,515,515,515,515,515,515,Accra,No,primary_plan,High School or Below,Unemployed,female,Married,134,9,3,2,via_the_web,2-door_car
516,516,516,516,516,516,516,516,516,Takoradi,No,extended_plan,Bachelor,Disabled,female,Married,160,73,1,1,contacting_agent,4-door_car
517,517,517,517,517,517,517,517,517,Takoradi,No,premium_plan,Bachelor,Employed,male,Married,226,142,1,2,via_the_web,4-door_car
518,518,518,518,518,518,518,518,518,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Single,144,4,2,2,customer_call_centre,2-door_car
519,519,519,519,519,519,519,519,519,Kumasi,No,primary_plan,College,Employed,female,Married,360,103,1,2,contacting_agent,luxurious_suv
520,520,520,520,520,520,520,520,520,Accra,No,extended_plan,Bachelor,Employed,female,Single,260,52,2,1,contacting_branch_directly,SUV
521,521,521,521,521,521,521,521,521,Kumasi,Yes,primary_plan,High School or Below,Employed,male,Single,148,99,8,2,customer_call_centre,4-door_car
522,522,522,522,522,522,522,522,522,Accra,No,extended_plan,College,Unemployed,male,Single,406,86,2,1,contacting_branch_directly,luxirious_car
523,523,523,523,523,523,523,523,523,Cape_coast,No,extended_plan,Bachelor,Unemployed,female,Single,172,82,5,1,contacting_agent,4-door_car
524,524,524,524,524,524,524,524,524,Takoradi,No,primary_plan,College,Unemployed,male,Married,138,69,6,3,contacting_agent,2-door_car
525,525,525,525,525,525,525,525,525,Takoradi,No,primary_plan,High School or Below,Employed,female,Single,136,9,9,2,via_the_web,4-door_car
526,526,526,526,526,526,526,526,526,Kumasi,No,primary_plan,Bachelor,Employed,male,Single,126,77,2,1,contacting_agent,2-door_car
527,527,527,527,527,527,527,527,527,Kumasi,Yes,primary_plan,College,Employed,male,Divorced,132,26,1,1,contacting_agent,2-door_car
528,528,528,528,528,528,528,528,528,Kumasi,No,primary_plan,High School or Below,Retired,male,Single,204,43,1,1,via_the_web,SUV
529,529,529,529,529,529,529,529,529,Accra,Yes,primary_plan,Master,Employed,female,Married,138,9,1,2,via_the_web,4-door_car
530,530,530,530,530,530,530,530,530,Takoradi,No,primary_plan,College,Employed,male,Married,136,30,7,2,via_the_web,4-door_car
531,531,531,531,531,531,531,531,531,Takoradi,Yes,extended_plan,Bachelor,Unemployed,female,Divorced,190,56,5,1,customer_call_centre,2-door_car
532,532,532,532,532,532,532,532,532,Kumasi,No,extended_plan,Master,Employed,male,Married,152,82,4,1,contacting_agent,4-door_car
533,533,533,533,533,533,533,533,533,Takoradi,No,extended_plan,Bachelor,Unemployed,female,Single,196,4,2,1,contacting_agent,4-door_car
534,534,534,534,534,534,534,534,534,Cape_coast,No,extended_plan,Bachelor,Employed,female,Married,176,129,6,2,contacting_agent,4-door_car
535,535,535,535,535,535,535,535,535,Takoradi,No,premium_plan,High School or Below,Medical Leave,female,Divorced,222,22,1,3,via_the_web,4-door_car
536,536,536,536,536,536,536,536,536,Kumasi,No,primary_plan,High School or Below,Employed,female,Divorced,208,120,6,1,customer_call_centre,SUV
537,537,537,537,537,537,537,537,537,Kumasi,No,extended_plan,High School or Below,Unemployed,female,Single,172,146,5,1,customer_call_centre,4-door_car
538,538,538,538,538,538,538,538,538,Accra,Yes,primary_plan,College,Unemployed,male,Divorced,146,39,2,1,contacting_agent,2-door_car
539,539,539,539,539,539,539,539,539,Kumasi,No,primary_plan,Doctor,Medical Leave,male,Married,236,142,9,2,customer_call_centre,SUV
540,540,540,540,540,540,540,540,540,Kumasi,No,primary_plan,Master,Employed,female,Married,146,13,6,3,via_the_web,2-door_car
541,541,541,541,541,541,541,541,541,Kumasi,No,primary_plan,High School or Below,Disabled,male,Single,384,103,2,1,via_the_web,luxirious_car
542,542,542,542,542,542,542,542,542,Tamale,No,primary_plan,High School or Below,Employed,female,Married,212,47,1,1,contacting_branch_directly,SUV
543,543,543,543,543,543,543,543,543,Takoradi,No,extended_plan,College,Unemployed,male,Divorced,254,82,2,1,customer_call_centre,SUV
544,544,544,544,544,544,544,544,544,Accra,No,premium_plan,High School or Below,Employed,male,Married,226,22,1,1,contacting_agent,4-door_car
545,545,545,545,545,545,545,545,545,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Single,148,150,1,1,contacting_agent,4-door_car
546,546,546,546,546,546,546,546,546,Tamale,Yes,primary_plan,College,Employed,male,Married,204,13,3,1,contacting_agent,SUV
547,547,547,547,547,547,547,547,547,Takoradi,No,extended_plan,College,Employed,male,Married,198,39,5,2,via_the_web,4-door_car
548,548,548,548,548,548,548,548,548,Takoradi,No,primary_plan,Bachelor,Employed,male,Married,130,82,4,4,contacting_agent,4-door_car
549,549,549,549,549,549,549,549,549,Accra,No,primary_plan,Bachelor,Employed,female,Married,144,22,4,3,contacting_agent,4-door_car
550,550,550,550,550,550,550,550,550,Kumasi,No,primary_plan,College,Employed,female,Married,230,30,4,4,via_the_web,SUV
551,551,551,551,551,551,551,551,551,Kumasi,Yes,extended_plan,College,Employed,female,Married,258,90,3,1,contacting_branch_directly,SUV
552,552,552,552,552,552,552,552,552,Kumasi,Yes,primary_plan,Master,Employed,female,Single,214,120,1,2,contacting_branch_directly,SUV
553,553,553,553,553,553,553,553,553,Kumasi,No,primary_plan,College,Employed,female,Divorced,230,52,1,3,via_the_web,SUV
554,554,554,554,554,554,554,554,554,Accra,No,extended_plan,High School or Below,Unemployed,male,Married,188,146,1,1,contacting_branch_directly,2-door_car
555,555,555,555,555,555,555,555,555,Takoradi,No,primary_plan,High School or Below,Medical Leave,male,Married,146,142,9,1,contacting_agent,2-door_car
556,556,556,556,556,556,556,556,556,Accra,No,primary_plan,High School or Below,Employed,male,Married,128,138,8,1,contacting_branch_directly,4-door_car
557,557,557,557,557,557,557,557,557,Accra,No,extended_plan,High School or Below,Medical Leave,male,Married,170,108,1,1,contacting_branch_directly,4-door_car
558,558,558,558,558,558,558,558,558,Accra,No,primary_plan,Master,Employed,female,Married,216,47,3,1,contacting_branch_directly,SUV
559,559,559,559,559,559,559,559,559,Takoradi,No,premium_plan,College,Unemployed,female,Married,322,13,9,1,contacting_branch_directly,Sports Car
560,560,560,560,560,560,560,560,560,Accra,No,primary_plan,Bachelor,Employed,male,Single,218,120,2,2,contacting_agent,SUV
561,561,561,561,561,561,561,561,561,Tamale,No,primary_plan,College,Unemployed,female,Married,122,73,2,3,contacting_agent,4-door_car
562,562,562,562,562,562,562,562,562,Kumasi,No,premium_plan,Bachelor,Employed,female,Divorced,294,13,1,2,contacting_agent,SUV
563,563,563,563,563,563,563,563,563,Cape_coast,No,extended_plan,College,Employed,male,Married,180,9,1,4,contacting_branch_directly,4-door_car
564,564,564,564,564,564,564,564,564,Accra,No,extended_plan,Master,Employed,male,Divorced,174,142,1,1,contacting_branch_directly,4-door_car
565,565,565,565,565,565,565,565,565,Accra,No,primary_plan,College,Unemployed,female,Married,202,82,1,4,customer_call_centre,Sports Car
566,566,566,566,566,566,566,566,566,Accra,Yes,premium_plan,College,Employed,male,Single,308,142,1,2,contacting_branch_directly,Sports Car
567,567,567,567,567,567,567,567,567,Accra,No,premium_plan,High School or Below,Unemployed,female,Married,330,69,3,3,customer_call_centre,SUV
568,568,568,568,568,568,568,568,568,Kumasi,Yes,primary_plan,Bachelor,Employed,female,Married,214,9,3,2,contacting_branch_directly,SUV
569,569,569,569,569,569,569,569,569,Kumasi,No,primary_plan,Bachelor,Employed,male,Married,128,146,1,2,contacting_branch_directly,2-door_car
570,570,570,570,570,570,570,570,570,Accra,Yes,primary_plan,College,Retired,male,Married,126,138,2,1,contacting_agent,4-door_car
571,571,571,571,571,571,571,571,571,Kumasi,No,primary_plan,College,Employed,female,Married,134,108,3,1,contacting_branch_directly,2-door_car
572,572,572,572,572,572,572,572,572,Kumasi,No,extended_plan,Bachelor,Unemployed,female,Single,176,52,6,3,via_the_web,2-door_car
573,573,573,573,573,573,573,573,573,Accra,No,primary_plan,Bachelor,Employed,male,Married,138,52,1,1,contacting_agent,4-door_car
574,574,574,574,574,574,574,574,574,Takoradi,No,primary_plan,Bachelor,Unemployed,female,Single,146,90,4,2,contacting_branch_directly,4-door_car
575,575,575,575,575,575,575,575,575,Kumasi,No,primary_plan,High School or Below,Employed,female,Married,134,39,2,2,contacting_agent,2-door_car
576,576,576,576,576,576,576,576,576,Kumasi,No,primary_plan,High School or Below,Employed,female,Divorced,220,34,3,1,customer_call_centre,Sports Car
577,577,577,577,577,577,577,577,577,Kumasi,No,primary_plan,Bachelor,Employed,male,Married,130,69,1,2,contacting_agent,2-door_car
578,578,578,578,578,578,578,578,578,Kumasi,No,extended_plan,Bachelor,Employed,female,Married,198,95,7,4,via_the_web,4-door_car
579,579,579,579,579,579,579,579,579,Tamale,No,primary_plan,High School or Below,Employed,female,Married,206,60,4,1,contacting_agent,SUV
580,580,580,580,580,580,580,580,580,Kumasi,No,primary_plan,Master,Employed,female,Married,124,52,3,2,customer_call_centre,4-door_car
581,581,581,581,581,581,581,581,581,Takoradi,No,primary_plan,High School or Below,Unemployed,female,Married,396,77,1,1,contacting_branch_directly,luxirious_car
582,582,582,582,582,582,582,582,582,Tamale,No,primary_plan,Bachelor,Employed,female,Married,124,108,2,3,contacting_branch_directly,4-door_car
583,583,583,583,583,583,583,583,583,Accra,No,extended_plan,High School or Below,Employed,female,Married,176,95,5,1,contacting_agent,4-door_car
584,584,584,584,584,584,584,584,584,Cape_coast,Yes,primary_plan,High School or Below,Unemployed,male,Married,238,39,3,2,via_the_web,Sports Car
585,585,585,585,585,585,585,585,585,Accra,Yes,primary_plan,Bachelor,Employed,male,Divorced,138,4,9,1,contacting_agent,4-door_car
586,586,586,586,586,586,586,586,586,Kumasi,No,primary_plan,Bachelor,Retired,male,Divorced,236,138,3,2,via_the_web,SUV
587,587,587,587,587,587,587,587,587,Accra,No,primary_plan,Bachelor,Employed,male,Married,124,82,1,3,customer_call_centre,4-door_car
588,588,588,588,588,588,588,588,588,Accra,Yes,primary_plan,Bachelor,Retired,male,Divorced,130,4,3,1,contacting_agent,4-door_car
589,589,589,589,589,589,589,589,589,Cape_coast,No,extended_plan,High School or Below,Employed,male,Divorced,270,99,1,1,contacting_agent,Sports Car
590,590,590,590,590,590,590,590,590,Takoradi,No,primary_plan,Doctor,Unemployed,female,Divorced,224,13,1,1,contacting_agent,SUV
591,591,591,591,591,591,591,591,591,Accra,Yes,extended_plan,High School or Below,Unemployed,female,Married,192,133,1,1,contacting_agent,4-door_car
592,592,592,592,592,592,592,592,592,Accra,No,primary_plan,Master,Employed,female,Single,140,0,1,2,contacting_branch_directly,2-door_car
593,593,593,593,593,593,593,593,593,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Single,222,17,1,3,customer_call_centre,SUV
594,594,594,594,594,594,594,594,594,Tamale,No,premium_plan,High School or Below,Unemployed,female,Married,212,47,6,1,via_the_web,4-door_car
595,595,595,595,595,595,595,595,595,Cape_coast,Yes,primary_plan,Doctor,Employed,male,Divorced,124,129,1,1,contacting_agent,4-door_car
596,596,596,596,596,596,596,596,596,Kumasi,No,primary_plan,College,Employed,female,Married,146,47,1,2,contacting_agent,4-door_car
597,597,597,597,597,597,597,597,597,Takoradi,Yes,primary_plan,College,Employed,female,Married,218,69,1,1,contacting_agent,SUV
598,598,598,598,598,598,598,598,598,Kumasi,No,premium_plan,College,Unemployed,male,Divorced,236,64,4,1,contacting_agent,4-door_car
599,599,599,599,599,599,599,599,599,Takoradi,No,primary_plan,Master,Employed,female,Divorced,126,22,3,3,customer_call_centre,4-door_car
600,600,600,600,600,600,600,600,600,Kumasi,No,primary_plan,Bachelor,Employed,male,Divorced,124,26,2,1,contacting_agent,4-door_car
601,601,601,601,601,601,601,601,601,Kumasi,No,primary_plan,College,Employed,female,Married,122,86,1,1,customer_call_centre,2-door_car
602,602,602,602,602,602,602,602,602,Accra,No,primary_plan,Bachelor,Employed,male,Married,148,47,2,3,contacting_branch_directly,4-door_car
603,603,603,603,603,603,603,603,603,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Married,216,34,2,4,via_the_web,SUV
604,604,604,604,604,604,604,604,604,Kumasi,No,primary_plan,Doctor,Employed,female,Married,138,142,7,3,customer_call_centre,2-door_car
605,605,605,605,605,605,605,605,605,Accra,Yes,primary_plan,College,Retired,male,Married,132,30,5,2,contacting_agent,2-door_car
606,606,606,606,606,606,606,606,606,Cape_coast,No,premium_plan,High School or Below,Unemployed,male,Single,220,26,6,1,contacting_agent,4-door_car
607,607,607,607,607,607,607,607,607,Accra,No,extended_plan,College,Employed,male,Married,250,0,2,1,contacting_agent,SUV
608,608,608,608,608,608,608,608,608,Tamale,Yes,primary_plan,High School or Below,Medical Leave,male,Single,226,4,2,1,customer_call_centre,SUV
609,609,609,609,609,609,609,609,609,Accra,No,premium_plan,Bachelor,Employed,female,Married,386,17,1,1,customer_call_centre,SUV
610,610,610,610,610,610,610,610,610,Kumasi,No,primary_plan,Master,Employed,male,Divorced,148,95,3,1,via_the_web,4-door_car
611,611,611,611,611,611,611,611,611,Kumasi,No,primary_plan,Master,Employed,female,Married,200,99,3,4,contacting_agent,Sports Car
612,612,612,612,612,612,612,612,612,Takoradi,No,extended_plan,Bachelor,Employed,male,Married,162,52,3,2,via_the_web,4-door_car
613,613,613,613,613,613,613,613,613,Takoradi,No,primary_plan,High School or Below,Unemployed,female,Married,138,120,2,3,customer_call_centre,4-door_car
614,614,614,614,614,614,614,614,614,Accra,Yes,primary_plan,High School or Below,Employed,male,Married,130,34,1,2,customer_call_centre,4-door_car
615,615,615,615,615,615,615,615,615,Cape_coast,No,premium_plan,Master,Employed,male,Married,232,64,1,2,customer_call_centre,4-door_car
616,616,616,616,616,616,616,616,616,Kumasi,Yes,primary_plan,College,Employed,male,Married,236,4,2,2,contacting_branch_directly,SUV
617,617,617,617,617,617,617,617,617,Cape_coast,No,premium_plan,Master,Employed,female,Married,216,9,7,1,contacting_agent,4-door_car
618,618,618,618,618,618,618,618,618,Accra,No,primary_plan,College,Employed,female,Married,130,108,7,1,contacting_agent,4-door_car
619,619,619,619,619,619,619,619,619,Cape_coast,No,primary_plan,High School or Below,Unemployed,female,Single,134,77,8,1,via_the_web,4-door_car
620,620,620,620,620,620,620,620,620,Kumasi,Yes,primary_plan,College,Employed,female,Married,124,112,1,2,contacting_agent,4-door_car
621,621,621,621,621,621,621,621,621,Tamale,No,primary_plan,High School or Below,Employed,male,Single,144,86,9,2,contacting_branch_directly,4-door_car
622,622,622,622,622,622,622,622,622,Accra,No,primary_plan,College,Employed,female,Married,136,129,3,2,customer_call_centre,2-door_car
623,623,623,623,623,623,623,623,623,Kumasi,No,primary_plan,Bachelor,Employed,female,Married,132,4,1,2,via_the_web,2-door_car
624,624,624,624,624,624,624,624,624,Takoradi,No,extended_plan,High School or Below,Employed,female,Married,176,47,2,3,contacting_agent,4-door_car
625,625,625,625,625,625,625,625,625,Accra,No,extended_plan,Bachelor,Unemployed,female,Married,178,73,1,2,via_the_web,4-door_car
626,626,626,626,626,626,626,626,626,Accra,No,extended_plan,College,Employed,female,Single,256,69,2,4,via_the_web,Sports Car
627,627,627,627,627,627,627,627,627,Cape_coast,No,extended_plan,High School or Below,Employed,male,Single,168,108,5,1,contacting_branch_directly,2-door_car
628,628,628,628,628,628,628,628,628,Takoradi,No,extended_plan,High School or Below,Unemployed,male,Single,176,26,2,1,contacting_agent,2-door_car
629,629,629,629,629,629,629,629,629,Kumasi,No,primary_plan,College,Medical Leave,female,Married,146,13,5,1,contacting_agent,4-door_car
630,630,630,630,630,630,630,630,630,Accra,No,primary_plan,Bachelor,Unemployed,male,Married,148,0,2,1,contacting_branch_directly,4-door_car
631,631,631,631,631,631,631,631,631,Accra,Yes,primary_plan,College,Employed,male,Married,124,64,2,1,contacting_branch_directly,4-door_car
632,632,632,632,632,632,632,632,632,Kumasi,Yes,extended_plan,High School or Below,Employed,male,Divorced,190,52,6,1,contacting_agent,4-door_car
633,633,633,633,633,633,633,633,633,Accra,Yes,premium_plan,Bachelor,Retired,female,Married,542,86,1,1,contacting_agent,luxurious_suv
634,634,634,634,634,634,634,634,634,Accra,No,primary_plan,College,Employed,female,Married,142,26,1,4,contacting_branch_directly,4-door_car
635,635,635,635,635,635,635,635,635,Kumasi,No,primary_plan,College,Employed,male,Married,206,22,1,2,contacting_branch_directly,SUV
636,636,636,636,636,636,636,636,636,Tamale,No,primary_plan,High School or Below,Employed,female,Married,376,146,2,2,customer_call_centre,luxirious_car
637,637,637,637,637,637,637,637,637,Kumasi,No,primary_plan,High School or Below,Employed,female,Married,134,82,1,2,contacting_branch_directly,4-door_car
638,638,638,638,638,638,638,638,638,Accra,No,primary_plan,College,Medical Leave,male,Married,136,17,1,4,customer_call_centre,2-door_car
639,639,639,639,639,639,639,639,639,Accra,No,extended_plan,College,Employed,female,Married,178,103,3,2,contacting_branch_directly,4-door_car
640,640,640,640,640,640,640,640,640,Tamale,No,primary_plan,Bachelor,Employed,female,Married,136,77,1,1,contacting_agent,4-door_car
641,641,641,641,641,641,641,641,641,Takoradi,No,primary_plan,Master,Employed,male,Married,134,34,1,4,contacting_branch_directly,4-door_car
642,642,642,642,642,642,642,642,642,Takoradi,Yes,premium_plan,High School or Below,Employed,male,Single,206,26,2,1,contacting_agent,4-door_car
643,643,643,643,643,643,643,643,643,Accra,No,primary_plan,Doctor,Employed,female,Divorced,146,90,1,3,via_the_web,2-door_car
644,644,644,644,644,644,644,644,644,Tamale,No,primary_plan,High School or Below,Employed,male,Divorced,126,9,2,1,customer_call_centre,4-door_car
645,645,645,645,645,645,645,645,645,Cape_coast,No,primary_plan,Bachelor,Unemployed,male,Single,204,77,1,2,customer_call_centre,SUV
646,646,646,646,646,646,646,646,646,Kumasi,No,primary_plan,Bachelor,Employed,male,Divorced,214,73,6,1,customer_call_centre,SUV
647,647,647,647,647,647,647,647,647,Kumasi,No,extended_plan,College,Employed,female,Married,194,0,2,2,contacting_branch_directly,2-door_car
648,648,648,648,648,648,648,648,648,Kumasi,No,premium_plan,Bachelor,Employed,male,Married,224,4,2,1,contacting_branch_directly,4-door_car
649,649,649,649,649,649,649,649,649,Kumasi,No,extended_plan,College,Unemployed,male,Single,262,26,6,2,via_the_web,SUV
650,650,650,650,650,650,650,650,650,Kumasi,No,primary_plan,Bachelor,Employed,male,Single,222,17,9,3,contacting_branch_directly,SUV
651,651,651,651,651,651,651,651,651,Takoradi,No,primary_plan,Bachelor,Employed,female,Divorced,138,86,2,1,contacting_agent,4-door_car
652,652,652,652,652,652,652,652,652,Kumasi,Yes,extended_plan,Bachelor,Unemployed,female,Divorced,190,56,5,1,customer_call_centre,2-door_car
653,653,653,653,653,653,653,653,653,Kumasi,No,extended_plan,Bachelor,Employed,female,Married,166,138,5,1,contacting_agent,4-door_car
654,654,654,654,654,654,654,654,654,Tamale,No,extended_plan,College,Unemployed,female,Married,156,116,8,1,contacting_branch_directly,4-door_car
655,655,655,655,655,655,655,655,655,Takoradi,No,primary_plan,High School or Below,Unemployed,male,Single,146,112,3,2,customer_call_centre,2-door_car
